1514937600000,24.18
1515024000000,24.08
1515110400000,24.1
1515369600000,23.88
1515456000000,23.8
1515542400000,23.58
1515628800000,23.76
1515715200000,23.94
1515974400000,23.98
1516060800000,24.24
1516147200000,24.62
1516233600000,24.24
1516320000000,24.32
1516579200000,24.3
1516665600000,24.24
1516752000000,24.56
1516838400000,24.78
1516924800000,24.76
1517184000000,24.96
1517270400000,24.7
1517356800000,24.06
1517443200000,23.98
1517529600000,24.02
1517788800000,23.96
1517875200000,23.5
1517961600000,23.34
1518048000000,23.32
1518134400000,22.72
1518393600000,23.08
1518480000000,23.4
1518566400000,23.48
1518652800000,23
1518739200000,23.1
1518998400000,23.42
1519084800000,23.3
1519171200000,23.12
1519257600000,23.22
1519344000000,23.24
1519603200000,23.66
1519689600000,23.36
1519776000000,23.36
1519862400000,22.94
1519948800000,22.8
1520208000000,22.82
1520294400000,22.84
1520380800000,23.16
1520467200000,23.7
1520553600000,23.92
1520812800000,24.28
1520899200000,24.5
1520985600000,24.4
1521072000000,24.6
1521158400000,23.96
1521417600000,24.08
1521504000000,24.04
1521590400000,24.14
1521676800000,24.28
1521763200000,24.3
1522022400000,24.36
1522108800000,25.2
1522195200000,24.68
1522281600000,24.94
