1514937600000,55.5
1515024000000,55.55
1515110400000,55.5
1515369600000,55.7
1515456000000,55.9
1515542400000,56.5
1515628800000,56
1515715200000,55.5
1515974400000,55.4
1516060800000,54
1516147200000,58
1516233600000,60.4
1516320000000,60.3
1516579200000,61.25
1516665600000,60.4
1516752000000,61.2
1516838400000,61.25
1516924800000,61.4
1517184000000,61.9
1517270400000,61.55
1517356800000,61.6
1517443200000,61.25
1517529600000,60.4
1517788800000,60
1517875200000,58.6
1517961600000,59.4
1518048000000,59.7
1518134400000,59.85
1518393600000,58.5
1518480000000,59
1518566400000,60.25
1518652800000,61.35
1518739200000,60.9
1518998400000,60.3
1519084800000,59.85
1519171200000,60.3
1519257600000,60
1519344000000,59.4
1519603200000,60
1519689600000,59.45
1519776000000,58.05
1519862400000,56.85
1519948800000,55.9
1520208000000,55.8
1520294400000,55.9
1520380800000,55.9
1520467200000,58.45
1520553600000,58.55
1520812800000,58.45
1520899200000,57.4
1520985600000,57
1521072000000,56.8
1521158400000,56
1521417600000,54.7
1521504000000,54.7
1521590400000,55.85
1521676800000,55.55
1521763200000,55.6
1522022400000,54.5
1522108800000,55.65
1522195200000,55.05
1522281600000,59
