1514937600000,64
1515024000000,64
1515110400000,64.8
1515369600000,65.8
1515456000000,67.6
1515542400000,68
1515628800000,67.6
1515715200000,68.6
1515974400000,67.4
1516060800000,68.8
1516147200000,68.2
1516233600000,71.8
1516320000000,74
1516579200000,82
1516665600000,86
1516752000000,83
1516838400000,84.6
1516924800000,85.8
1517184000000,86
1517270400000,85
1517356800000,85
1517443200000,82
1517529600000,80.4
1517788800000,83
1517875200000,78
1517961600000,84
1518048000000,83.8
1518134400000,83.8
1518393600000,84.6
1518480000000,86
1518566400000,86
1518652800000,84.8
1518739200000,86.2
1518998400000,85.8
1519084800000,88
1519171200000,88
1519257600000,88.4
1519344000000,92
1519603200000,91
1519689600000,89
1519776000000,90.2
1519862400000,89
1519948800000,87
1520208000000,87.8
1520294400000,89
1520380800000,91.2
1520467200000,91.6
1520553600000,93
1520812800000,94.4
1520899200000,95.6
1520985600000,99.6
1521072000000,102
1521158400000,99
1521417600000,100
1521504000000,97.6
1521590400000,97.8
1521676800000,98
1521763200000,98.6
1522022400000,95.4
1522108800000,96
1522195200000,93
1522281600000,97.4
