1/3/18,8.88
1/4/18,8.95
1/5/18,9.09
1/8/18,9.19
1/9/18,9.21
1/10/18,9.12
1/11/18,9.19
1/12/18,9.42
1/15/18,9.42
1/16/18,9.64
1/17/18,9.65
1/18/18,9.7
1/19/18,9.64
1/22/18,9.58
1/23/18,9.2
1/24/18,9.18
1/25/18,8.96
1/26/18,9.06
1/29/18,9.08
1/30/18,9.3
1/31/18,9.64
2/1/18,9.62
2/2/18,9.62
2/5/18,9.54
2/6/18,9.5
2/7/18,9.75
2/8/18,9.65
2/9/18,9.59
2/12/18,9.54
2/13/18,9.48
2/14/18,9.5
2/15/18,9.46
2/16/18,9.5
2/19/18,9.59
2/20/18,9.55
2/21/18,9.48
2/22/18,9.59
2/23/18,9.77
2/26/18,9.75
2/27/18,9.84
2/28/18,9.87
3/1/18,9.71
3/2/18,9.72
3/5/18,9.68
3/6/18,9.62
3/7/18,9.59
3/8/18,9.54
3/9/18,9.49
3/12/18,9.48
3/13/18,9.34
3/14/18,9.32
3/15/18,9.38
3/16/18,9.4
3/19/18,9.4
3/20/18,9.41
3/21/18,9.44
3/22/18,9.44
3/23/18,9.4
3/26/18,9.28
3/27/18,9.37
3/28/18,9.22
3/29/18,9.18
