1514937600000,200.5
1515024000000,202.5
1515110400000,202
1515369600000,205
1515456000000,206.5
1515542400000,201
1515628800000,206.5
1515715200000,205
1515974400000,201
1516060800000,208
1516147200000,207.5
1516233600000,206
1516320000000,209
1516579200000,209
1516665600000,207
1516752000000,204.5
1516838400000,206
1516924800000,214
1517184000000,213
1517270400000,213.5
1517356800000,213
1517443200000,213
1517529600000,211.5
1517788800000,209
1517875200000,204.5
1517961600000,210
1518048000000,207.5
1518134400000,205
1518393600000,207
1518480000000,210.5
1518566400000,209
1518652800000,211.5
1518739200000,211
1518998400000,210
1519084800000,210
1519171200000,210
1519257600000,211.5
1519344000000,212
1519603200000,211.5
1519689600000,212.5
1519776000000,209.5
1519862400000,209
1519948800000,204.5
1520208000000,210
1520294400000,211.5
1520380800000,209
1520467200000,210
1520553600000,217.5
1520812800000,214
1520899200000,214
1520985600000,209
1521072000000,211.5
1521158400000,210
1521417600000,210
1521504000000,208
1521590400000,207
1521676800000,206
1521763200000,208
1522022400000,206.5
1522108800000,211.5
1522195200000,207.5
1522281600000,209
